filename,x,y,theta
1625875532425080537.jpg,-0.0052929337915997715,-0.004653126277805232,-0.028562599009526884
1625875534763554811.jpg,0.5427701431113241,-0.05481267095815971,-0.06443145236863461
1625875537092587947.jpg,0.6848322934717777,-0.09371850033404025,0.36684686452298026
1625875539421206235.jpg,0.6790639569871334,-0.09527513138043629,0.40779337408407357
1625875541765144824.jpg,0.6689896825310748,-0.10860039223302784,0.7113341052059002
1625875544110947132.jpg,0.6620913070493877,-0.11099879150081604,0.8011682906802461
1625875546465804100.jpg,0.6666678904099981,-0.10897608100891525,1.3388095248676308
1625875548819978952.jpg,0.8094884035584236,0.45639468649217885,1.3289183492180254
1625875551151286602.jpg,1.0109157501754606,1.1903063600478951,1.3345505349621183
1625875553482379436.jpg,1.2071198414124853,1.9129663169566784,1.3275408546569663
1625875555808728694.jpg,1.378022403084788,2.5118774379713966,1.2667074337423223
1625875558140190601.jpg,1.3550819716446423,2.525753458368994,0.9370745483229846
1625875560474677324.jpg,1.3515885908539773,2.5347220466823024,0.8461747147430766
1625875562764892816.jpg,1.3534931283944671,2.547058377153584,0.4698797696824297
1625875564997000217.jpg,1.345003775139551,2.557236107120953,0.06605048995035358
1625875567333338260.jpg,0.7318391080992189,2.4996575798948317,0.1418507018374218
1625875569674516916.jpg,0.2840466730364317,2.4365281756823665,0.19952283720716604
1625875571975185632.jpg,0.5029596837327237,2.47997069582374,0.1642420910382554
1625875574208028316.jpg,0.5798408107360385,2.4934555205824678,-0.23532949918773902
1625875576526311397.jpg,0.5611573046819166,2.4800124508720742,-0.2376356414956335
1625875578673349618.jpg,0.5237018495753979,2.4855361413145878,-0.6640646637525878
1625875581006011486.jpg,0.5665863591461078,2.4544757919027322,-0.6707679233320178
1625875583301765203.jpg,0.6894168657969325,2.373431699957934,-0.6896352028536189
1625875585531117200.jpg,0.5637095279380216,2.1311824193677147,-0.6333421181067577
1625875587916530370.jpg,0.5828918823113644,2.0200492780178725,-0.733568978563432
1625875590265005588.jpg,0.8226824505433288,1.8111004354647293,-0.8124199528630934
1625875592642684459.jpg,0.8858021292288076,1.8438994511932727,-1.3100673994447276
1625875594983801364.jpg,0.8923618035579042,1.8264462647151085,-1.3073204884124112
1625875597342510700.jpg,1.0854710690178317,1.2004791503358647,-1.3350918252476778
1625875599685513019.jpg,1.2357119505491594,0.6794543265049542,-1.3313994614769515
1625875602045294284.jpg,1.2362743191888614,0.6798741331461297,-1.3308213525090224
1625875604423535346.jpg,1.2366414793974154,0.680343164831201,-1.33066055046634
1625875606776474475.jpg,1.2363294629837782,0.6794746872135392,-1.3309894359895205
1625875609122057437.jpg,1.4192332075033796,0.05865256628827624,-1.3811842963834544
1625875611450619220.jpg,1.5413206445155103,-0.4487887475435719,-1.4049728847606064
1625875613756820917.jpg,1.5083907393476068,-0.4507448231123008,-0.8111442126068142
1625875615945270538.jpg,1.4807495768151027,-0.4579933112911953,-0.4191895718185391
1625875618086111783.jpg,1.4860361312387518,-0.4532980246442461,-0.4261246751735703
1625875620347209453.jpg,1.4809914394566297,-0.4266800604355237,-0.2225154795469832
1625875622491998195.jpg,1.8587564072928022,-0.5006973582875686,-0.2456466567268982
1625875624694216251.jpg,2.2286501266652623,-0.39392667831317024,-0.25357803278361235
1625875627078888893.jpg,2.244174964610226,-0.3727336965386488,-0.2855234100918372
1625875629377131223.jpg,2.5929911460081807,-0.3879290153606039,-0.38340524305318757
1625875631581012964.jpg,3.0421949006003453,-0.23646447135792492,-0.18196305581182778
1625875633976656675.jpg,3.04636158432771,-0.23541950664919092,-0.17284193598913244
1625875636327056169.jpg,3.8017872388373566,-0.33535811794979026,-0.19779432356122437
1625875638674005508.jpg,3.955845425836737,-0.3211626520770446,-0.5986668899835818
1625875641031995534.jpg,3.8254041200911946,-0.29062653969810875,-0.36483899402964476
1625875643386310815.jpg,3.5516608128989646,-0.20532001737408465,-0.3829368233651657
1625875645813299894.jpg,3.5458738289433165,-0.23038717754010463,-0.3063546886139839
1625875648209915399.jpg,3.554137777925598,-0.23151830296075077,-0.09568323805184158
1625875650590587854.jpg,3.5550388147247016,-0.2319050432209242,-0.09544892501078657
1625875652990061283.jpg,3.686741105725296,-0.24781535268440608,-0.08383688914084728
1625875655351731538.jpg,3.7300479304611653,-0.07733300185324038,-0.030160542536299493
1625875657729312419.jpg,4.5507123316665,-0.0827043771910241,-0.08352277781354017
1625875660111786842.jpg,4.6846509974959165,-0.08517482849441343,-0.14570336987635396
1625875662481335639.jpg,4.092014417559671,-0.06459076656694435,-0.054326428134947674
1625875664837333202.jpg,3.7343499385005297,-0.05875819557820447,-0.011813460343391513
1625875667193295478.jpg,3.844974787845687,-0.19891589709626079,0.27879118212897047
1625875669550381660.jpg,3.6860777821858886,-0.2626978266922657,0.3958619494852158
1625875671896133422.jpg,3.3376907161651586,-0.4493077231279407,0.480149321661681
1625875674243489980.jpg,3.343073652584882,-0.4461159640976249,0.41468727327378635
